"benchmark","L1 miss ratio","L2 miss ratio","TLB miss ratio"
"_64",0.00414151301977919,0.391521544311769,0.000309023687796953
"_64",0.00216367839422643,0.383304513743963,0.000158575778078484
"_64",0.00109129209813995,0.392448187754329,0.0000793918366999426
"_64",0.000471574287767649,0.408058771148709,0.0000329519628938782
"_256",0.10389171566044,0.461748644087849,0.0046916582777922
"_256",0.0760435578539205,0.459573791040693,0.00337725467948209
"_256",0.0725992459926077,0.43440729934604,0.00291090912095278
"_256",0.0503314729741413,0.398950320047561,0.00173086211413338
"_256",0.031583791228587,0.380474721001015,0.00101141550464865
"_256",0.017748395885484,0.368174802274456,0.0005458639050233
"_256",0.00807795574201361,0.35559475022047,0.000231476951913124
"_256",0.00419621165921895,0.342953953141381,0.000116302623046273
"_256",0.00220392501413862,0.340653589826041,0.0000589469869079658
"_256",0.000898158950510351,0.326047246995257,0.0000247927798339425
"_512",0.113261836770233,0.449015665032942,0.0034666792009111
"_512",0.0940816392192407,0.446712526551342,0.00284297465131525
"_512",0.0901655082222597,0.421930341602581,0.00244020018466359
"_512",0.0618495268249528,0.38882897220832,0.00145573993601498
"_512",0.0381532812794567,0.374209582077482,0.000849936710644331
"_512",0.0214876220144578,0.365289351466814,0.000455377673193524
"_512",0.00958316527308071,0.355655023665773,0.000195197763219536
"_512",0.00502229881131603,0.34603595601206,0.0000994212475566369
"_512",0.00264131716501566,0.337544795235818,0.0000494425918653363
"_512",0.00107978783857651,0.33035395356389,0.0000211970714280744
"_1024",0.118777634443309,0.441229984267623,0.00274911167736861
"_1024",0.107163836964525,0.439051214450507,0.00244828292860224
"_1024",0.103169857296305,0.413121254237411,0.00210347219151267
"_1024",0.0712141600164538,0.381218622915136,0.00125315891297581
"_1024",0.0434624167506538,0.371019983742003,0.000728114685597693
"_1024",0.0240924755502828,0.364858323498234,0.000396417661438268
"_1024",0.0102164448098815,0.354554387353358,0.000165077628646744
"_1024",0.00524240676691303,0.353139199586448,0.0000844210793707853
"_1024",0.00286987835620023,0.343976765280491,0.000041293001564024
"_1024",0.00119984924046126,0.327677381568784,0.000017955308195621
"_4096",0.123337854776918,0.440105384544726,0.00215924595322662
"_4096",0.119894721749794,0.438339113225696,0.00207429619294628
"_4096",0.117324834486743,0.409466384412512,0.00178923042428749
"_4096",0.0882487256236614,0.356749648634056,0.00106314743413066
"_4096",0.053738448040939,0.346899372517743,0.000614821425801856
"_4096",0.0287707057050416,0.354277517058013,0.000331116746485609
"_4096",0.0113442481852063,0.365273880428715,0.000138410208832765
"_4096",0.00565907821337717,0.361370947052671,0.0000674505439002442
"_4096",0.00290951618419,0.367990742235858,0.0000352100918500919
"_4096",0.0011382249026636,0.372640665977907,0.0000138779538830108
"_16384",0.124652054516485,0.439840565908246,0.0020047645897903
"_16384",0.123799237606279,0.438089001772999,0.00195889151312351
"_16384",0.123799199355772,0.410267375583229,0.00170072741587977
"_16384",0.123798159821263,0.285205395995818,0.00102748703152811
"_16384",0.123798056672565,0.182195227458315,0.00059321892277648
"_16384",0.12379849705205,0.108540120686845,0.000321037854454682
"_16384",0.123798764327924,0.0522349145707982,0.000126701960069119
"_16384",0.12380071943351,0.0224992222413308,0.0000697344503043695
"_16384",0.123804405994542,0.0126566185941657,0.0000400856445444098
"_16384",0.12382812786429,0.00477667393765054,0.0000169978699919372
"_65536",0.124919730871836,0.440520025011101,0.00195864207490619
"_65536",0.124724545893053,0.438833257996884,0.00194033496564596
"_65536",0.124724126420106,0.416822643025149,0.00172711114778979
"_65536",0.124723840498379,0.328629302671672,0.00104904495230759
"_65536",0.124723463286332,0.234144309662412,0.00067338458805775
"_65536",0.124723476282844,0.138051800574739,0.000350667250737459
"_65536",0.124723722107818,0.0599432725131946,0.000127629583968708
"_65536",0.124724474224087,0.0297605541532203,0.0000686690954126606
"_65536",0.12472625947356,0.0203719954612623,0.0000318232317943428
"_65536",0.124731850355339,0.00871691526778709,0.0000157524664000627
"_1",0.0171372879058456,0.917621024406791,0.0159710982016186
"_1",0.00610399231006114,0.898502575189165,0.00554129105271047
"_1",0.00586554011547104,0.848002719418973,0.00491789917246051
"_1",0.00423407302822287,0.754049252847539,0.00303673492371664
"_1",0.00265597653789764,0.716455227335864,0.00179534503895214
"_1",0.00147483789507883,0.701215484211917,0.000984308219017932
"_1",0.000645976070679617,0.702637889688249,0.000416687300030706
"_1",0.000328343551830401,0.740134028294862,0.000208556498058716
"_1",0.000172464894316907,0.778674351585014,0.000109073192601453
"_1",0.0000794303972453157,0.828571428571429,0.0000452095943891532
"_4",0.024568842676503,0.8086110081806,0.0153661080037456
"_4",0.00898573716791388,0.804140421720152,0.00549064920697399
"_4",0.00862027148120841,0.764732944288593,0.00486219465141644
"_4",0.00620813077613908,0.648806555521113,0.00304022800765932
"_4",0.00393061278815976,0.589928650117887,0.00177860930714997
"_4",0.00222367467396458,0.550705336020328,0.000960771165690006
"_4",0.000937266203937273,0.530487561394402,0.000407336531342302
"_4",0.000491854117143893,0.555317102049878,0.00021336115389741
"_4",0.000249471541052335,0.557897862232779,0.000106417251415633
"_4",0.00011550987222072,0.599373477201531,0.0000431743435254718
"_16",0.0396880788258416,0.720077576457158,0.0129681387861128
"_16",0.0162532505399107,0.712579453503115,0.00522357799912697
"_16",0.015638750638968,0.676290580095796,0.00462847323391221
"_16",0.011402419671871,0.606274314638247,0.00287130908972875
"_16",0.0072902749947788,0.570558956077218,0.00170811303363411
"_16",0.00414060558971139,0.551007252215955,0.000909559066002322
"_16",0.00176830479742728,0.542460224155498,0.000388361783067336
"_16",0.000907551569529431,0.546556299259377,0.000196509597167983
"_16",0.00044895755769988,0.556451612903226,0.000101978149584504
"_16",0.000203062207545777,0.558538404175988,0.0000421128558260167
"_64",0.0721324678146114,0.537805472536952,0.00883262488819451
"_64",0.0377625019606436,0.535966545090877,0.00457365334895289
"_64",0.0363566040474956,0.512772495203489,0.0040487331547936
"_64",0.0262380625662496,0.466109559447988,0.00251789378740802
"_64",0.0167752108257716,0.441434022148255,0.00150373654703979
"_64",0.00970126576691613,0.423441598763164,0.000813907451202212
"_64",0.0042864881346586,0.411048904421401,0.000344351366517833
"_64",0.00220734160050775,0.40939150401837,0.000177826848381124
"_64",0.00110043099243601,0.423357995551723,0.0000885249505553767
"_64",0.000471244119861209,0.443771530170019,0.0000341315647236198
"_256",0.103907351835078,0.462321247511002,0.0047125906875256
"_256",0.0760818374896926,0.46101945430288,0.00342805365739565
"_256",0.0733985573058515,0.440927796458487,0.00303091748161109
"_256",0.0522389912118199,0.407808285547641,0.00187632440215024
"_256",0.0332150117910972,0.390929992436634,0.00111291030424657
"_256",0.0188153787790425,0.378190284570186,0.000612579729920765
"_256",0.0085670242597803,0.36664421457782,0.000258687784550461
"_256",0.00443967789891606,0.356674574078068,0.000130806725150089
"_256",0.00231363964936215,0.353124683721401,0.0000669714215900877
"_256",0.00090079334531739,0.354342585883084,0.0000280318817849406
"_512",0.113283269617516,0.449291757199661,0.00348233614214916
"_512",0.094115327903895,0.448078331184126,0.00287322916246301
"_512",0.0911181023395015,0.427658014996288,0.00254087075352243
"_512",0.0643061641417008,0.397151192199737,0.00157765051088699
"_512",0.040236936679119,0.383983964642979,0.000931936448710613
"_512",0.0227882861953418,0.374008971491809,0.000505101182258503
"_512",0.0101984121321647,0.364300810512661,0.000216811002844928
"_512",0.00533719061302729,0.355614167544191,0.000112268779973014
"_512",0.00282958734129427,0.339032311638464,0.0000546640717674989
"_512",0.00110985174143508,0.343953456157362,0.0000236840531842295
"_1024",0.118793395195816,0.441592745827417,0.00276101493549054
"_1024",0.107220759396308,0.440375015293803,0.00247317934748646
"_1024",0.104304013841536,0.419175137785534,0.00218775644042834
"_1024",0.0741711749662255,0.388539448701363,0.00135727111843107
"_1024",0.0458278340445838,0.37912051180781,0.000803565303932162
"_1024",0.0256827756388153,0.372455548663202,0.000443151596516474
"_1024",0.0109311099541576,0.367283130951341,0.000182943252668823
"_1024",0.00557435811043273,0.361083365315831,0.0000942021697236364
"_1024",0.0030467826876327,0.354952763248591,0.0000472506594021973
"_1024",0.00127647555609038,0.339355984447243,0.0000202172817427826
"_4096",0.123368493126738,0.438155916552631,0.00216604137150031
"_4096",0.119967025347069,0.439886893035337,0.00209354943106421
"_4096",0.118131855930162,0.416280439216681,0.00185987621917113
"_4096",0.0919107445174222,0.364416793036708,0.00115020559459045
"_4096",0.0570897311383795,0.352308242454905,0.00067852600005058
"_4096",0.0310606686176696,0.357657065897801,0.000368811536831397
"_4096",0.0124016951507342,0.372529690015889,0.000156146201801973
"_4096",0.00615161623143045,0.369328062099728,0.0000765263138420524
"_4096",0.00313232947941742,0.375746297588586,0.0000397521234626051
"_4096",0.00123321606874937,0.38208851040067,0.0000152907557143549
"_16384",0.124652109485938,0.440104470313185,0.00201116387743878
"_16384",0.123799254269778,0.439165198587453,0.00198555635996922
"_16384",0.123799357453157,0.415772826043476,0.00177706312041501
"_16384",0.123798438690535,0.301567799154744,0.00110901083867704
"_16384",0.123798141106391,0.195916761862512,0.000656076970277588
"_16384",0.123798477780545,0.117332694663301,0.000357324163162098
"_16384",0.123798663642077,0.0571757449583843,0.000143104527628331
"_16384",0.123800690361703,0.0256107236721573,0.0000807952537148454
"_16384",0.123804366065462,0.0139331968814884,0.0000438669562205891
"_16384",0.123828068635499,0.00580832839845831,0.0000187731139677671
"_65536",0.124919688633748,0.440360292589986,0.00196745904905193
"_65536",0.124724585865149,0.439423200344116,0.00195876659422574
"_65536",0.124724273350284,0.422951113833168,0.00179763025313144
"_65536",0.124723985444128,0.341215391115839,0.00113991423415153
"_65536",0.124723511788991,0.249098591565641,0.000745503328863898
"_65536",0.124723535912301,0.151447406143751,0.000391887366124494
"_65536",0.124723756879807,0.063141225829742,0.000155908035318936
"_65536",0.124724411550904,0.0326393457306019,0.0000724989329187586
"_65536",0.124726257354842,0.0229393852114615,0.0000343649352615194
"_65536",0.124731839645587,0.0104287779901728,0.000014792788267588
"_1",0.0171431290102451,0.915470110179564,0.015981861136573
"_1",0.00611681439479233,0.900090272718634,0.00556859122638226
"_1",0.00598980344008762,0.851696014528002,0.00505910292774954
"_1",0.00454925090908232,0.744117488837485,0.00324545685262697
"_1",0.00293605978777988,0.696358103136914,0.001947249470129
"_1",0.00166038825844464,0.677258310818748,0.00107899886232565
"_1",0.0007307016424198,0.677747252747253,0.000456122434563586
"_1",0.000369746540469694,0.702263267429761,0.000228642201590048
"_1",0.000192593877428797,0.738932456362256,0.000118447207916634
"_1",0.0000877113973885788,0.785756327251324,0.0000497767197994681
"_4",0.0244853426279136,0.794458133804454,0.015384698071706
"_4",0.00898311950704389,0.78953173661575,0.00551866458510885
"_4",0.0087717858638947,0.760922377080914,0.00501345187579513
"_4",0.00661237436636375,0.648034735784304,0.00324343905634177
"_4",0.00432914454924272,0.581786728342829,0.00193178404243447
"_4",0.0025049780240664,0.543472059336271,0.00105101975352577
"_4",0.00106191154439521,0.519941651545878,0.000447240422012518
"_4",0.000560044493634306,0.51954007254808,0.000236947488746447
"_4",0.000280193140130442,0.54135943155919,0.00011641554263473
"_4",0.000127796990089763,0.574199507389163,0.0000486516726750989
"_16",0.0397044340438746,0.718886155487714,0.012987378834594
"_16",0.0162605045078337,0.713027791444323,0.00524821713812494
"_16",0.015843986757872,0.683355407626632,0.00476626427212982
"_16",0.0119976427696141,0.612822239378653,0.00306747360128243
"_16",0.00790077128435813,0.571143417198581,0.00184186298996315
"_16",0.0046145127922396,0.542785157333498,0.00099447669531469
"_16",0.00200584466700574,0.528420123565755,0.0004241003617417
"_16",0.00103266781620502,0.531801496541014,0.00021535762022416
"_16",0.000509283609082401,0.543101705196468,0.000112947605857346
"_16",0.000224209229788592,0.558219178082192,0.0000462135222146882
"_64",0.0721579377849206,0.537262655825545,0.00883580873648621
"_64",0.0377685553542861,0.536226677205336,0.00459854272043004
"_64",0.0366929601787965,0.518194035867499,0.00417690104755772
"_64",0.0272574475572125,0.473842858366892,0.0026901790262467
"_64",0.0177438527755798,0.447799880907153,0.001632297233885
"_64",0.0104826129255944,0.426659424430321,0.000887959643239548
"_64",0.00476566478517993,0.404076327146051,0.000375137676071849
"_64",0.00251574977349824,0.397385487412552,0.0001954417746985
"_64",0.00125284430550554,0.401638679321814,0.0000968568391152597
"_64",0.000529050173403723,0.42811328202092,0.0000385185975898342
"_256",0.103909689314457,0.462664880015193,0.00471300582911924
"_256",0.0760907638325302,0.461865136164565,0.00343649928096494
"_256",0.0740599694267843,0.445639039630967,0.00312540369205641
"_256",0.0541334351962104,0.413855820183117,0.00200478556736386
"_256",0.0348604496291774,0.397927271828821,0.00120209988839125
"_256",0.0199347427712124,0.384901274222629,0.000663886149046131
"_256",0.00917975391903635,0.369874738228889,0.000283255678034584
"_256",0.00484328928755083,0.355276331034793,0.000143398029191518
"_256",0.00256908274768483,0.348396430634356,0.0000747473926018325
"_256",0.00104616921195887,0.342894050035589,0.0000301864369303822
"_512",0.113288245609666,0.449616485240007,0.00348752957978399
"_512",0.094142148793682,0.449049999905706,0.00288735792225047
"_512",0.0919216479468251,0.432122313628695,0.0026187918929782
"_512",0.0667908989832507,0.403233810321126,0.00169004557927575
"_512",0.042375170655465,0.389265344888767,0.00101209562034207
"_512",0.0241226867081546,0.379337974349017,0.000555840172339679
