"rank","name","step","value"
1,"resident set size (pages)",3,2661
1,"resident shared pages",3,817
1,"Page faults (minor)",3,4747
1,"Page faults (major)",3,24
1,"Pages swapped (not maintained)",3,0
1,"GPU: Device 1 Utilization %",3,0
1,"GPU: Device 1 Memory Utilization %",3,0
1,"GPU: Device 1 Memory Free (GB)",3,16.9428
1,"GPU: Device 1 Memory Used (GB)",3,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",3,877
1,"cpu: User %",3,3.41754
1,"cpu: Nice %",3,0
1,"cpu: System %",3,0.00567698
1,"cpu: Idle %",3,96.5711
1,"cpu: I/O Wait %",3,0
1,"cpu: IRQ %",3,0
1,"cpu: soft IRQ %",3,0.00567698
1,"cpu: Steal %",3,0
1,"cpu: Guest %",3,0
1,"meminfo:MemTotal (MB)",3,630978
1,"meminfo:MemFree (MB)",3,556467
1,"meminfo:MemAvailable (MB)",3,588241
1,"program size (pages)",4,79771
1,"resident set size (pages)",4,2661
1,"resident shared pages",4,817
1,"Page faults (minor)",4,4747
1,"Page faults (major)",4,24
1,"Pages swapped (not maintained)",4,0
1,"GPU: Device 1 Utilization %",4,0
1,"GPU: Device 1 Memory Utilization %",4,0
1,"GPU: Device 1 Memory Free (GB)",4,16.9428
1,"GPU: Device 1 Memory Used (GB)",4,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",4,877
1,"cpu: User %",4,3.42948
1,"cpu: Nice %",4,0
1,"cpu: System %",4,0.0340677
1,"cpu: Idle %",4,96.5365
1,"cpu: I/O Wait %",4,0
1,"cpu: IRQ %",4,0
1,"cpu: soft IRQ %",4,0
1,"cpu: Steal %",4,0
1,"cpu: Guest %",4,0
1,"meminfo:MemTotal (MB)",4,630978
1,"meminfo:MemFree (MB)",4,556467
1,"meminfo:MemAvailable (MB)",4,588241
1,"program size (pages)",5,79771
1,"resident set size (pages)",5,2661
1,"resident shared pages",5,817
1,"Page faults (minor)",5,4747
1,"Page faults (major)",5,24
1,"Pages swapped (not maintained)",5,0
1,"GPU: Device 1 Utilization %",5,0
1,"GPU: Device 1 Memory Utilization %",5,0
1,"GPU: Device 1 Memory Free (GB)",5,16.9428
1,"GPU: Device 1 Memory Used (GB)",5,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",5,877
1,"cpu: User %",5,3.442
1,"cpu: Nice %",5,0
1,"cpu: System %",5,0.00568925
1,"cpu: Idle %",5,96.5523
1,"cpu: I/O Wait %",5,0
1,"cpu: IRQ %",5,0
1,"cpu: soft IRQ %",5,0
1,"cpu: Steal %",5,0
1,"cpu: Guest %",5,0
1,"meminfo:MemTotal (MB)",5,630978
1,"meminfo:MemFree (MB)",5,556467
1,"meminfo:MemAvailable (MB)",5,588241
1,"program size (pages)",6,79771
1,"resident set size (pages)",6,2661
1,"resident shared pages",6,817
1,"Page faults (minor)",6,4747
1,"Page faults (major)",6,24
1,"Pages swapped (not maintained)",6,0
1,"GPU: Device 1 Utilization %",6,0
1,"GPU: Device 1 Memory Utilization %",6,0
1,"GPU: Device 1 Memory Free (GB)",6,16.9428
1,"GPU: Device 1 Memory Used (GB)",6,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",6,877
1,"cpu: User %",6,3.3952
1,"cpu: Nice %",6,0
1,"cpu: System %",6,0.0113173
1,"cpu: Idle %",6,96.5935
1,"cpu: I/O Wait %",6,0
1,"cpu: IRQ %",6,0
1,"cpu: soft IRQ %",6,0
1,"cpu: Steal %",6,0
1,"cpu: Guest %",6,0
1,"meminfo:MemTotal (MB)",6,630978
1,"meminfo:MemFree (MB)",6,556466
1,"meminfo:MemAvailable (MB)",6,588240
1,"program size (pages)",7,79771
1,"resident set size (pages)",7,2661
1,"resident shared pages",7,817
1,"Page faults (minor)",7,4747
1,"Page faults (major)",7,24
1,"Pages swapped (not maintained)",7,0
1,"GPU: Device 1 Utilization %",7,0
1,"GPU: Device 1 Memory Utilization %",7,0
1,"GPU: Device 1 Memory Free (GB)",7,16.9428
1,"GPU: Device 1 Memory Used (GB)",7,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",7,877
1,"cpu: User %",7,3.46814
1,"cpu: Nice %",7,0
1,"cpu: System %",7,0.00570418
1,"cpu: Idle %",7,96.5262
1,"cpu: I/O Wait %",7,0
1,"cpu: IRQ %",7,0
1,"cpu: soft IRQ %",7,0
1,"cpu: Steal %",7,0
1,"cpu: Guest %",7,0
1,"meminfo:MemTotal (MB)",7,630978
1,"meminfo:MemFree (MB)",7,556466
1,"meminfo:MemAvailable (MB)",7,588240
1,"program size (pages)",8,79771
1,"resident set size (pages)",8,2661
1,"resident shared pages",8,817
1,"Page faults (minor)",8,4747
1,"Page faults (major)",8,24
1,"Pages swapped (not maintained)",8,0
1,"GPU: Device 1 Utilization %",8,0
1,"GPU: Device 1 Memory Utilization %",8,0
1,"GPU: Device 1 Memory Free (GB)",8,16.9428
1,"GPU: Device 1 Memory Used (GB)",8,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",8,877
1,"cpu: User %",8,3.43279
1,"cpu: Nice %",8,0
1,"cpu: System %",8,0.00568343
1,"cpu: Idle %",8,96.5615
1,"cpu: I/O Wait %",8,0
1,"cpu: IRQ %",8,0
1,"cpu: soft IRQ %",8,0
1,"cpu: Steal %",8,0
1,"cpu: Guest %",8,0
1,"meminfo:MemTotal (MB)",8,630978
1,"meminfo:MemFree (MB)",8,556466
1,"meminfo:MemAvailable (MB)",8,588240
1,"program size (pages)",9,79771
1,"resident set size (pages)",9,2661
1,"resident shared pages",9,817
1,"Page faults (minor)",9,4747
1,"Page faults (major)",9,24
1,"Pages swapped (not maintained)",9,0
1,"GPU: Device 1 Utilization %",9,0
1,"GPU: Device 1 Memory Utilization %",9,0
1,"GPU: Device 1 Memory Free (GB)",9,16.9428
1,"GPU: Device 1 Memory Used (GB)",9,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",9,877
1,"cpu: User %",9,3.42614
1,"cpu: Nice %",9,0
1,"cpu: System %",9,0.0170455
1,"cpu: Idle %",9,96.5568
1,"cpu: I/O Wait %",9,0
1,"cpu: IRQ %",9,0
1,"cpu: soft IRQ %",9,0
1,"cpu: Steal %",9,0
1,"cpu: Guest %",9,0
1,"meminfo:MemTotal (MB)",9,630978
1,"meminfo:MemFree (MB)",9,556466
1,"meminfo:MemAvailable (MB)",9,588240
1,"program size (pages)",10,79771
1,"resident set size (pages)",10,2661
1,"resident shared pages",10,817
1,"Page faults (minor)",10,4747
1,"Page faults (major)",10,24
1,"Pages swapped (not maintained)",10,0
1,"GPU: Device 1 Utilization %",10,0
1,"GPU: Device 1 Memory Utilization %",10,0
1,"GPU: Device 1 Memory Free (GB)",10,16.9428
1,"GPU: Device 1 Memory Used (GB)",10,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",10,877
1,"cpu: User %",10,3.41555
1,"cpu: Nice %",10,0
1,"cpu: System %",10,0.0113662
1,"cpu: Idle %",10,96.5731
1,"cpu: I/O Wait %",10,0
1,"cpu: IRQ %",10,0
1,"cpu: soft IRQ %",10,0
1,"cpu: Steal %",10,0
1,"cpu: Guest %",10,0
1,"meminfo:MemTotal (MB)",10,630978
1,"meminfo:MemFree (MB)",10,556466
1,"meminfo:MemAvailable (MB)",10,588240
1,"program size (pages)",11,79771
1,"resident set size (pages)",11,2661
1,"resident shared pages",11,817
1,"Page faults (minor)",11,4747
1,"Page faults (major)",11,24
1,"Pages swapped (not maintained)",11,0
1,"GPU: Device 1 Utilization %",11,0
1,"GPU: Device 1 Memory Utilization %",11,0
1,"GPU: Device 1 Memory Free (GB)",11,16.9428
1,"GPU: Device 1 Memory Used (GB)",11,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",11,877
1,"cpu: User %",11,3.40819
1,"cpu: Nice %",11,0
1,"cpu: System %",11,0.00567086
1,"cpu: Idle %",11,96.5861
1,"cpu: I/O Wait %",11,0
1,"cpu: IRQ %",11,0
1,"cpu: soft IRQ %",11,0
1,"cpu: Steal %",11,0
1,"cpu: Guest %",11,0
1,"meminfo:MemTotal (MB)",11,630978
1,"meminfo:MemFree (MB)",11,556466
1,"meminfo:MemAvailable (MB)",11,588240
1,"program size (pages)",12,79771
1,"resident set size (pages)",12,2661
1,"resident shared pages",12,817
1,"Page faults (minor)",12,4747
1,"Page faults (major)",12,24
1,"Pages swapped (not maintained)",12,0
1,"GPU: Device 1 Utilization %",12,0
1,"GPU: Device 1 Memory Utilization %",12,0
1,"GPU: Device 1 Memory Free (GB)",12,16.9428
1,"GPU: Device 1 Memory Used (GB)",12,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",12,877
1,"cpu: User %",12,3.44455
1,"cpu: Nice %",12,0
1,"cpu: System %",12,0.0113869
1,"cpu: Idle %",12,96.5441
1,"cpu: I/O Wait %",12,0
1,"cpu: IRQ %",12,0
1,"cpu: soft IRQ %",12,0
1,"cpu: Steal %",12,0
1,"cpu: Guest %",12,0
1,"meminfo:MemTotal (MB)",12,630978
1,"meminfo:MemFree (MB)",12,556466
1,"meminfo:MemAvailable (MB)",12,588240
1,"program size (pages)",13,79771
1,"resident set size (pages)",13,2661
1,"resident shared pages",13,817
1,"Page faults (minor)",13,4747
1,"Page faults (major)",13,24
1,"Pages swapped (not maintained)",13,0
1,"GPU: Device 1 Utilization %",13,0
1,"GPU: Device 1 Memory Utilization %",13,0
1,"GPU: Device 1 Memory Free (GB)",13,16.9428
1,"GPU: Device 1 Memory Used (GB)",13,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",13,877
1,"cpu: User %",13,3.42458
1,"cpu: Nice %",13,0
1,"cpu: System %",13,0.0170377
1,"cpu: Idle %",13,96.5584
1,"cpu: I/O Wait %",13,0
1,"cpu: IRQ %",13,0
1,"cpu: soft IRQ %",13,0
1,"cpu: Steal %",13,0
1,"cpu: Guest %",13,0
1,"meminfo:MemTotal (MB)",13,630978
1,"meminfo:MemFree (MB)",13,556466
1,"meminfo:MemAvailable (MB)",13,588240
1,"program size (pages)",14,79771
1,"resident set size (pages)",14,2661
1,"resident shared pages",14,817
1,"Page faults (minor)",14,4747
1,"Page faults (major)",14,24
1,"Pages swapped (not maintained)",14,0
1,"GPU: Device 1 Utilization %",14,0
1,"GPU: Device 1 Memory Utilization %",14,0
1,"GPU: Device 1 Memory Free (GB)",14,16.9428
1,"GPU: Device 1 Memory Used (GB)",14,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",14,877
1,"cpu: User %",14,3.43026
1,"cpu: Nice %",14,0
1,"cpu: System %",14,0.00567924
1,"cpu: Idle %",14,96.5641
1,"cpu: I/O Wait %",14,0
1,"cpu: IRQ %",14,0
1,"cpu: soft IRQ %",14,0
1,"cpu: Steal %",14,0
1,"cpu: Guest %",14,0
1,"meminfo:MemTotal (MB)",14,630978
1,"meminfo:MemFree (MB)",14,556466
1,"meminfo:MemAvailable (MB)",14,588240
1,"program size (pages)",15,79771
1,"resident set size (pages)",15,2661
1,"resident shared pages",15,817
1,"Page faults (minor)",15,4747
1,"Page faults (major)",15,24
1,"Pages swapped (not maintained)",15,0
1,"GPU: Device 1 Utilization %",15,0
1,"GPU: Device 1 Memory Utilization %",15,0
1,"GPU: Device 1 Memory Free (GB)",15,16.9428
1,"GPU: Device 1 Memory Used (GB)",15,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",15,877
1,"cpu: User %",15,3.41875
1,"cpu: Nice %",15,0
1,"cpu: System %",15,0.0340175
1,"cpu: Idle %",15,96.5472
1,"cpu: I/O Wait %",15,0
1,"cpu: IRQ %",15,0
1,"cpu: soft IRQ %",15,0
1,"cpu: Steal %",15,0
1,"cpu: Guest %",15,0
1,"meminfo:MemTotal (MB)",15,630978
1,"meminfo:MemFree (MB)",15,556466
1,"meminfo:MemAvailable (MB)",15,588240
1,"program size (pages)",16,79771
1,"resident set size (pages)",16,2661
1,"resident shared pages",16,817
1,"Page faults (minor)",16,4747
1,"Page faults (major)",16,24
1,"Pages swapped (not maintained)",16,0
1,"GPU: Device 1 Utilization %",16,0
1,"GPU: Device 1 Memory Utilization %",16,0
1,"GPU: Device 1 Memory Free (GB)",16,16.9428
1,"GPU: Device 1 Memory Used (GB)",16,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",16,877
1,"cpu: User %",16,3.4471
1,"cpu: Nice %",16,0
1,"cpu: System %",16,0.00569768
1,"cpu: Idle %",16,96.5472
1,"cpu: I/O Wait %",16,0
1,"cpu: IRQ %",16,0
1,"cpu: soft IRQ %",16,0
1,"cpu: Steal %",16,0
1,"cpu: Guest %",16,0
1,"meminfo:MemTotal (MB)",16,630978
1,"meminfo:MemFree (MB)",16,556466
1,"meminfo:MemAvailable (MB)",16,588240
1,"program size (pages)",17,79771
1,"resident set size (pages)",17,2661
1,"resident shared pages",17,817
1,"Page faults (minor)",17,4747
1,"Page faults (major)",17,24
1,"Pages swapped (not maintained)",17,0
1,"GPU: Device 1 Utilization %",17,0
1,"GPU: Device 1 Memory Utilization %",17,0
1,"GPU: Device 1 Memory Free (GB)",17,16.9428
1,"GPU: Device 1 Memory Used (GB)",17,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",17,877
1,"cpu: User %",17,3.43926
1,"cpu: Nice %",17,0
1,"cpu: System %",17,0.00568473
1,"cpu: Idle %",17,96.5551
1,"cpu: I/O Wait %",17,0
1,"cpu: IRQ %",17,0
1,"cpu: soft IRQ %",17,0
1,"cpu: Steal %",17,0
1,"cpu: Guest %",17,0
1,"meminfo:MemTotal (MB)",17,630978
1,"meminfo:MemFree (MB)",17,556466
1,"meminfo:MemAvailable (MB)",17,588240
1,"program size (pages)",18,79771
1,"resident set size (pages)",18,2661
1,"resident shared pages",18,817
1,"Page faults (minor)",18,4747
1,"Page faults (major)",18,24
1,"Pages swapped (not maintained)",18,0
1,"GPU: Device 1 Utilization %",18,0
1,"GPU: Device 1 Memory Utilization %",18,0
1,"GPU: Device 1 Memory Free (GB)",18,16.9428
1,"GPU: Device 1 Memory Used (GB)",18,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",18,877
1,"cpu: User %",18,3.41497
1,"cpu: Nice %",18,0
1,"cpu: System %",18,0.00568214
1,"cpu: Idle %",18,96.5794
1,"cpu: I/O Wait %",18,0
1,"cpu: IRQ %",18,0
1,"cpu: soft IRQ %",18,0
1,"cpu: Steal %",18,0
1,"cpu: Guest %",18,0
1,"meminfo:MemTotal (MB)",18,630978
1,"meminfo:MemFree (MB)",18,556466
1,"meminfo:MemAvailable (MB)",18,588240
1,"program size (pages)",19,79771
1,"resident set size (pages)",19,2661
1,"resident shared pages",19,817
1,"Page faults (minor)",19,4747
1,"Page faults (major)",19,24
1,"Pages swapped (not maintained)",19,0
1,"GPU: Device 1 Utilization %",19,0
1,"GPU: Device 1 Memory Utilization %",19,0
1,"GPU: Device 1 Memory Free (GB)",19,16.9428
1,"GPU: Device 1 Memory Used (GB)",19,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",19,877
1,"cpu: User %",19,3.41555
1,"cpu: Nice %",19,0
1,"cpu: System %",19,0.0227324
1,"cpu: Idle %",19,96.5617
1,"cpu: I/O Wait %",19,0
1,"cpu: IRQ %",19,0
1,"cpu: soft IRQ %",19,0
1,"cpu: Steal %",19,0
1,"cpu: Guest %",19,0
1,"meminfo:MemTotal (MB)",19,630978
1,"meminfo:MemFree (MB)",19,556466
1,"meminfo:MemAvailable (MB)",19,588240
1,"program size (pages)",20,79771
1,"resident set size (pages)",20,2661
1,"resident shared pages",20,817
1,"Page faults (minor)",20,4747
1,"Page faults (major)",20,24
1,"Pages swapped (not maintained)",20,0
1,"GPU: Device 1 Utilization %",20,0
1,"GPU: Device 1 Memory Utilization %",20,0
1,"GPU: Device 1 Memory Free (GB)",20,16.9428
1,"GPU: Device 1 Memory Used (GB)",20,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",20,877
1,"cpu: User %",20,3.40626
1,"cpu: Nice %",20,0
1,"cpu: System %",20,0.00566765
1,"cpu: Idle %",20,96.5881
1,"cpu: I/O Wait %",20,0
1,"cpu: IRQ %",20,0
1,"cpu: soft IRQ %",20,0
1,"cpu: Steal %",20,0
1,"cpu: Guest %",20,0
1,"meminfo:MemTotal (MB)",20,630978
1,"meminfo:MemFree (MB)",20,556466
1,"meminfo:MemAvailable (MB)",20,588240
1,"program size (pages)",21,79771
1,"resident set size (pages)",21,2661
1,"resident shared pages",21,817
1,"Page faults (minor)",21,4747
1,"Page faults (major)",21,24
1,"Pages swapped (not maintained)",21,0
1,"GPU: Device 1 Utilization %",21,0
1,"GPU: Device 1 Memory Utilization %",21,0
1,"GPU: Device 1 Memory Free (GB)",21,16.9428
1,"GPU: Device 1 Memory Used (GB)",21,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",21,877
1,"cpu: User %",21,3.44612
1,"cpu: Nice %",21,0
1,"cpu: System %",21,0.00569606
1,"cpu: Idle %",21,96.5482
1,"cpu: I/O Wait %",21,0
1,"cpu: IRQ %",21,0
1,"cpu: soft IRQ %",21,0
1,"cpu: Steal %",21,0
1,"cpu: Guest %",21,0
1,"meminfo:MemTotal (MB)",21,630978
1,"meminfo:MemFree (MB)",21,556466
1,"meminfo:MemAvailable (MB)",21,588240
1,"program size (pages)",22,79771
1,"resident set size (pages)",22,2661
1,"resident shared pages",22,817
1,"Page faults (minor)",22,4748
1,"Page faults (major)",22,24
1,"Pages swapped (not maintained)",22,0
1,"GPU: Device 1 Utilization %",22,0
1,"GPU: Device 1 Memory Utilization %",22,0
1,"GPU: Device 1 Memory Free (GB)",22,16.9428
1,"GPU: Device 1 Memory Used (GB)",22,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",22,877
1,"cpu: User %",22,3.4189
1,"cpu: Nice %",22,0
1,"cpu: System %",22,0.0170377
1,"cpu: Idle %",22,96.5584
1,"cpu: I/O Wait %",22,0
1,"cpu: IRQ %",22,0
1,"cpu: soft IRQ %",22,0.00567924
1,"cpu: Steal %",22,0
1,"cpu: Guest %",22,0
1,"meminfo:MemTotal (MB)",22,630978
1,"meminfo:MemFree (MB)",22,556465
1,"meminfo:MemAvailable (MB)",22,588239
1,"program size (pages)",23,79771
1,"resident set size (pages)",23,2661
1,"resident shared pages",23,817
1,"Page faults (minor)",23,4748
1,"Page faults (major)",23,24
1,"Pages swapped (not maintained)",23,0
1,"GPU: Device 1 Utilization %",23,0
1,"GPU: Device 1 Memory Utilization %",23,0
1,"GPU: Device 1 Memory Free (GB)",23,16.9428
1,"GPU: Device 1 Memory Used (GB)",23,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",23,877
1,"cpu: User %",23,3.4424
1,"cpu: Nice %",23,0
1,"cpu: System %",23,0.0284026
1,"cpu: Idle %",23,96.5292
1,"cpu: I/O Wait %",23,0
1,"cpu: IRQ %",23,0
1,"cpu: soft IRQ %",23,0
1,"cpu: Steal %",23,0
1,"cpu: Guest %",23,0
1,"meminfo:MemTotal (MB)",23,630978
1,"meminfo:MemFree (MB)",23,556465
1,"meminfo:MemAvailable (MB)",23,588239
1,"program size (pages)",24,79771
1,"resident set size (pages)",24,2661
1,"resident shared pages",24,817
1,"Page faults (minor)",24,4748
1,"Page faults (major)",24,24
1,"Pages swapped (not maintained)",24,0
1,"GPU: Device 1 Utilization %",24,0
1,"GPU: Device 1 Memory Utilization %",24,0
1,"GPU: Device 1 Memory Free (GB)",24,16.9428
1,"GPU: Device 1 Memory Used (GB)",24,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",24,877
1,"cpu: User %",24,3.42948
1,"cpu: Nice %",24,0
1,"cpu: System %",24,0.00567795
1,"cpu: Idle %",24,96.5648
1,"cpu: I/O Wait %",24,0
1,"cpu: IRQ %",24,0
1,"cpu: soft IRQ %",24,0
1,"cpu: Steal %",24,0
1,"cpu: Guest %",24,0
1,"meminfo:MemTotal (MB)",24,630978
1,"meminfo:MemFree (MB)",24,556464
1,"meminfo:MemAvailable (MB)",24,588238
1,"program size (pages)",25,79771
1,"resident set size (pages)",25,2661
1,"resident shared pages",25,817
1,"Page faults (minor)",25,4748
1,"Page faults (major)",25,24
1,"Pages swapped (not maintained)",25,0
1,"GPU: Device 1 Utilization %",25,0
1,"GPU: Device 1 Memory Utilization %",25,0
1,"GPU: Device 1 Memory Free (GB)",25,16.9428
1,"GPU: Device 1 Memory Used (GB)",25,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",25,877
1,"cpu: User %",25,3.4426
1,"cpu: Nice %",25,0
1,"cpu: System %",25,0.0227234
1,"cpu: Idle %",25,96.5347
1,"cpu: I/O Wait %",25,0
1,"cpu: IRQ %",25,0
1,"cpu: soft IRQ %",25,0
1,"cpu: Steal %",25,0
1,"cpu: Guest %",25,0
1,"meminfo:MemTotal (MB)",25,630978
1,"meminfo:MemFree (MB)",25,556464
1,"meminfo:MemAvailable (MB)",25,588238
1,"program size (pages)",26,79771
1,"resident set size (pages)",26,2661
1,"resident shared pages",26,817
1,"Page faults (minor)",26,4748
1,"Page faults (major)",26,24
1,"Pages swapped (not maintained)",26,0
1,"GPU: Device 1 Utilization %",26,0
1,"GPU: Device 1 Memory Utilization %",26,0
1,"GPU: Device 1 Memory Free (GB)",26,16.9428
1,"GPU: Device 1 Memory Used (GB)",26,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",26,877
1,"cpu: User %",26,3.43709
1,"cpu: Nice %",26,0
1,"cpu: System %",26,0.00569055
1,"cpu: Idle %",26,96.5572
1,"cpu: I/O Wait %",26,0
1,"cpu: IRQ %",26,0
1,"cpu: soft IRQ %",26,0
1,"cpu: Steal %",26,0
1,"cpu: Guest %",26,0
1,"meminfo:MemTotal (MB)",26,630978
1,"meminfo:MemFree (MB)",26,556464
1,"meminfo:MemAvailable (MB)",26,588238
1,"program size (pages)",27,79771
1,"resident set size (pages)",27,2661
1,"resident shared pages",27,817
1,"Page faults (minor)",27,4748
1,"Page faults (major)",27,24
1,"Pages swapped (not maintained)",27,0
1,"GPU: Device 1 Utilization %",27,0
1,"GPU: Device 1 Memory Utilization %",27,0
1,"GPU: Device 1 Memory Free (GB)",27,16.9428
1,"GPU: Device 1 Memory Used (GB)",27,0.00275251
1,"GPU: Device 1 Clock Memory (MHz)",27,877
1,"cpu: User %",27,3.42065
1,"cpu: Nice %",27,0
1,"cpu: System %",27,0.0170464
1,"cpu: Idle %",27,96.5623
1,"cpu: I/O Wait %",27,0
1,"cpu: IRQ %",27,0
1,"cpu: soft IRQ %",27,0
1,"cpu: Steal %",27,0
1,"cpu: Guest %",27,0
1,"meminfo:MemTotal (MB)",27,630978
1,"meminfo:MemFree (MB)",27,556464
1,"meminfo:MemAvailable (MB)",27,588238
2,"Page faults (minor)",0,4680
2,"Page faults (major)",0,25
2,"Pages swapped (not maintained)",0,0
2,"program size (pages)",0,79771
2,"resident set size (pages)",0,2660
2,"resident shared pages",0,816
2,"Page faults (minor)",0,4682
2,"Page faults (major)",0,25
2,"Pages swapped (not maintained)",0,0
2,"GPU: Device 2 Utilization %",0,0
2,"GPU: Device 2 Memory Utilization %",0,0
2,"GPU: Device 2 Memory Total (GB)",0,16.9455
2,"GPU: Device 2 Memory Free (GB)",0,16.9428
2,"GPU: Device 2 Memory Used (GB)",0,0.00275251
2,"GPU: Device 2 Clock Memory (MHz)",0,877
2,"cpu: User %",0,3.4626
2,"cpu: Nice %",0,0
2,"cpu: System %",0,0.588643
2,"cpu: Idle %",0,95.9488
2,"cpu: I/O Wait %",0,0
2,"cpu: IRQ %",0,0
2,"cpu: soft IRQ %",0,0
2,"cpu: Steal %",0,0
2,"cpu: Guest %",0,0
2,"meminfo:MemTotal (MB)",0,630978
2,"meminfo:MemFree (MB)",0,556484
2,"meminfo:MemAvailable (MB)",0,588255
2,"program size (pages)",1,79771
2,"resident set size (pages)",1,2660
2,"resident shared pages",1,816
2,"Page faults (minor)",1,4744
2,"Page faults (major)",1,25
2,"Pages swapped (not maintained)",1,0
2,"GPU: Device 2 Utilization %",1,0
2,"GPU: Device 2 Memory Utilization %",1,0
2,"GPU: Device 2 Memory Free (GB)",1,16.9428
2,"GPU: Device 2 Memory Used (GB)",1,0.00275251
2,"GPU: Device 2 Clock Memory (MHz)",1,877
2,"cpu: User %",1,3.40331
2,"cpu: Nice %",1,0
2,"cpu: System %",1,0.0381679
2,"cpu: Idle %",1,96.5585
2,"cpu: I/O Wait %",1,0
2,"cpu: IRQ %",1,0
2,"cpu: soft IRQ %",1,0
2,"cpu: Steal %",1,0
2,"cpu: Guest %",1,0
2,"meminfo:MemTotal (MB)",1,630978
2,"meminfo:MemFree (MB)",1,556468
2,"meminfo:MemAvailable (MB)",1,588241
2,"program size (pages)",2,79771
2,"resident set size (pages)",2,2660
2,"resident shared pages",2,816
2,"Page faults (minor)",2,4744
2,"Page faults (major)",2,25
2,"Pages swapped (not maintained)",2,0
2,"GPU: Device 2 Utilization %",2,0
2,"GPU: Device 2 Memory Utilization %",2,0
2,"GPU: Device 2 Memory Free (GB)",2,16.9428
2,"GPU: Device 2 Memory Used (GB)",2,0.00275251
2,"GPU: Device 2 Clock Memory (MHz)",2,877
2,"cpu: User %",2,3.43416
2,"cpu: Nice %",2,0
2,"cpu: System %",2,0.0227428
2,"cpu: Idle %",2,96.5431
2,"cpu: I/O Wait %",2,0
2,"cpu: IRQ %",2,0
2,"cpu: soft IRQ %",2,0
2,"cpu: Steal %",2,0
2,"cpu: Guest %",2,0
2,"meminfo:MemTotal (MB)",2,630978
2,"meminfo:MemFree (MB)",2,556467
2,"meminfo:MemAvailable (MB)",2,588241
2,"program size (pages)",3,79771
2,"resident set size (pages)",3,2660
2,"resident shared pages",3,816
2,"Page faults (minor)",3,4744
2,"Page faults (major)",3,25
2,"Pages swapped (not maintained)",3,0
2,"GPU: Device 2 Utilization %",3,0
2,"GPU: Device 2 Memory Utilization %",3,0
2,"GPU: Device 2 Memory Free (GB)",3,16.9428
2,"GPU: Device 2 Memory Used (GB)",3,0.00275251
2,"GPU: Device 2 Clock Memory (MHz)",3,877
2,"cpu: User %",3,3.41715
2,"cpu: Nice %",3,0
2,"cpu: System %",3,0.00567634
2,"cpu: Idle %",3,96.5715
2,"cpu: I/O Wait %",3,0
2,"cpu: IRQ %",3,0
2,"cpu: soft IRQ %",3,0.00567634
2,"cpu: Steal %",3,0
2,"cpu: Guest %",3,0
2,"meminfo:MemTotal (MB)",3,630978
2,"meminfo:MemFree (MB)",3,556467
2,"meminfo:MemAvailable (MB)",3,588241
2,"program size (pages)",4,79771
2,"resident set size (pages)",4,2660
2,"resident shared pages",4,816
2,"Page faults (minor)",4,4744
2,"Page faults (major)",4,25
2,"Pages swapped (not maintained)",4,0
2,"GPU: Device 2 Utilization %",4,0
2,"GPU: Device 2 Memory Utilization %",4,0
2,"GPU: Device 2 Memory Free (GB)",4,16.9428
2,"GPU: Device 2 Memory Used (GB)",4,0.00275251
2,"GPU: Device 2 Clock Memory (MHz)",4,877
2,"cpu: User %",4,3.43221
2,"cpu: Nice %",4,0
2,"cpu: System %",4,0.0340948
2,"cpu: Idle %",4,96.5337
2,"cpu: I/O Wait %",4,0
2,"cpu: IRQ %",4,0
2,"cpu: soft IRQ %",4,0
2,"cpu: Steal %",4,0
2,"cpu: Guest %",4,0
2,"meminfo:MemTotal (MB)",4,630978
2,"meminfo:MemFree (MB)",4,556467
2,"meminfo:MemAvailable (MB)",4,588241
2,"program size (pages)",5,79771
2,"resident set size (pages)",5,2660
2,"resident shared pages",5,816
2,"Page faults (minor)",5,4744
2,"Page faults (major)",5,25
2,"Pages swapped (not maintained)",5,0
2,"GPU: Device 2 Utilization %",5,0
2,"GPU: Device 2 Memory Utilization %",5,0
